age,experience,gender,role,sector,company,department,education,salary
29,11,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MSc,709405
24,6,Female,Senior Developer,IT & Software,TechNova Systems,Testing,BCA,1907028
55,24,Male,Software Engineer,IT & Software,TechNova Systems,Management,B.Sc,1744880
37,15,Male,Data Analyst,IT & Software,TechNova Systems,Development,MSc,1764782
54,18,Female,Data Analyst,IT & Software,TechNova Systems,Development,MBA,1831045
44,15,Male,Product Manager,IT & Software,TechNova Systems,Development,BCA,2706119
52,22,Female,System Administrator,IT & Software,TechNova Systems,Management,M.Tech,2534907
21,3,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,PhD,1737552
28,10,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MBA,619935
43,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,MSc,2362932
32,14,Male,Project Manager,IT & Software,TechNova Systems,Sales,BCA,1247548
32,14,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,MCA,582884
35,17,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,M.Tech,2263764
39,16,Female,Software Engineer,IT & Software,TechNova Systems,Support,MCA,786576
46,16,Male,HR Executive,IT & Software,TechNova Systems,Sales,B.Sc,908178
49,21,Female,Data Analyst,IT & Software,TechNova Systems,Finance,B.Tech,1128879
42,17,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,MBA,2429262
41,14,Male,QA Engineer,IT & Software,TechNova Systems,Development,BCA,785474
58,23,Male,QA Engineer,IT & Software,TechNova Systems,Development,MBA,1703689
40,15,Female,Project Manager,IT & Software,TechNova Systems,Management,MCA,1475936
49,21,Female,Data Analyst,IT & Software,TechNova Systems,Testing,MCA,1581118
24,6,Male,Software Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1012994
27,7,Male,System Administrator,IT & Software,TechNova Systems,HR,BCA,1464398
48,15,Male,Senior Developer,IT & Software,TechNova Systems,Finance,MBA,2046393
48,18,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,BCA,1374681
24,6,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Tech,639914
42,19,Female,Product Manager,IT & Software,TechNova Systems,Testing,MCA,2128040
32,14,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MSc,2066422
23,5,Male,Technical Lead,IT & Software,TechNova Systems,Support,PhD,1097643
42,15,Male,System Administrator,IT & Software,TechNova Systems,Support,BCA,1967043
22,4,Female,Technical Lead,IT & Software,TechNova Systems,Testing,MCA,2685666
44,14,Male,Technical Lead,IT & Software,TechNova Systems,Development,M.Tech,3000000
54,23,Male,HR Executive,IT & Software,TechNova Systems,HR,MCA,1749251
47,18,Male,QA Engineer,IT & Software,TechNova Systems,Testing,MCA,1115022
21,2,Female,Technical Lead,IT & Software,TechNova Systems,Sales,BCA,2286754
28,10,Male,Product Manager,IT & Software,TechNova Systems,Development,PhD,814044
43,17,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,B.Tech,2331762
58,22,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,M.Tech,1270552
26,8,Female,Data Analyst,IT & Software,TechNova Systems,HR,M.Tech,1679011
42,13,Male,HR Executive,IT & Software,TechNova Systems,Sales,MBA,1002627
45,22,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,PhD,1993334
38,16,Male,Data Analyst,IT & Software,TechNova Systems,Management,MSc,674000
37,9,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Sc,1028674
32,12,Female,DevOps Engineer,IT & Software,TechNova Systems,Sales,MBA,1603946
26,8,Male,QA Engineer,IT & Software,TechNova Systems,Finance,MBA,1147131
46,15,Male,QA Engineer,IT & Software,TechNova Systems,HR,MSc,2000235
47,20,Female,QA Engineer,IT & Software,TechNova Systems,Finance,MBA,2255284
28,10,Female,Senior Developer,IT & Software,TechNova Systems,HR,M.Tech,1476470
39,13,Female,System Administrator,IT & Software,TechNova Systems,Management,B.Tech,1846620
21,3,Male,Senior Developer,IT & Software,TechNova Systems,Sales,BCA,1600388
49,20,Male,Senior Developer,IT & Software,TechNova Systems,HR,MSc,1374378
55,24,Male,Senior Developer,IT & Software,TechNova Systems,Testing,MCA,1932216
34,13,Male,Data Analyst,IT & Software,TechNova Systems,Management,M.Tech,480458
55,18,Male,Data Scientist,IT & Software,TechNova Systems,Testing,MCA,829754
40,18,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,MSc,1540378
33,10,Male,Data Scientist,IT & Software,TechNova Systems,DevOps,MCA,2654564
58,28,Male,Data Analyst,IT & Software,TechNova Systems,Management,B.Sc,1713220
28,10,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,BCA,751176
40,14,Male,System Administrator,IT & Software,TechNova Systems,Support,MBA,1503319
53,24,Other,Software Engineer,IT & Software,TechNova Systems,HR,B.Sc,1802628
46,18,Male,Software Engineer,IT & Software,TechNova Systems,Sales,MBA,642303
59,22,Female,Senior Developer,IT & Software,TechNova Systems,Support,M.Tech,1757304
41,14,Female,Software Engineer,IT & Software,TechNova Systems,Sales,MCA,1021584
29,5,Female,Product Manager,IT & Software,TechNova Systems,Development,B.Sc,2331968
44,19,Male,System Administrator,IT & Software,TechNova Systems,Sales,MSc,1401629
57,17,Female,Product Manager,IT & Software,TechNova Systems,Finance,MSc,1155230
37,12,Male,Product Manager,IT & Software,TechNova Systems,HR,PhD,2973683
44,18,Male,System Administrator,IT & Software,TechNova Systems,Testing,M.Tech,619935
41,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,M.Tech,958961
59,24,Male,Project Manager,IT & Software,TechNova Systems,Testing,MSc,1356464
59,19,Male,HR Executive,IT & Software,TechNova Systems,Development,PhD,943806
33,12,Male,System Administrator,IT & Software,TechNova Systems,HR,MBA,1566069
31,12,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MCA,1968564
39,12,Female,HR Executive,IT & Software,TechNova Systems,Support,MBA,425307
31,13,Male,Software Engineer,IT & Software,TechNova Systems,Testing,MBA,802968
33,11,Female,HR Executive,IT & Software,TechNova Systems,Support,M.Tech,418919
21,3,Other,Data Scientist,IT & Software,TechNova Systems,Management,MSc,2134544
39,15,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,MBA,2524392
32,8,Female,HR Executive,IT & Software,TechNova Systems,Sales,B.Tech,524686
28,7,Female,Product Manager,IT & Software,TechNova Systems,Development,PhD,2164783
28,10,Male,Product Manager,IT & Software,TechNova Systems,Support,BCA,1323333
32,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,PhD,643740
53,26,Female,Senior Developer,IT & Software,TechNova Systems,Testing,MCA,1540140
46,18,Female,Product Manager,IT & Software,TechNova Systems,Testing,PhD,1092879
59,20,Female,Software Engineer,IT & Software,TechNova Systems,HR,MSc,779643
48,20,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,MBA,2023689
25,7,Female,Technical Lead,IT & Software,TechNova Systems,Support,MBA,1398509
28,10,Male,Senior Developer,IT & Software,TechNova Systems,HR,B.Sc,1865293
45,15,Male,Product Manager,IT & Software,TechNova Systems,Testing,MCA,2703896
47,12,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MCA,1242259
43,21,Male,Project Manager,IT & Software,TechNova Systems,DevOps,PhD,1606950
50,19,Female,HR Executive,IT & Software,TechNova Systems,Support,MBA,685030
43,17,Female,Project Manager,IT & Software,TechNova Systems,DevOps,B.Tech,3000000
40,18,Female,System Administrator,IT & Software,TechNova Systems,HR,MSc,650052
38,20,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,MSc,2583472
38,17,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,2033465
22,4,Female,UI/UX Designer,IT & Software,TechNova Systems,Management,B.Tech,1218878
24,6,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MSc,2791991
50,19,Female,Senior Developer,IT & Software,TechNova Systems,Sales,MBA,1150942
53,21,Female,QA Engineer,IT & Software,TechNova Systems,Support,MCA,1237155
56,22,Female,QA Engineer,IT & Software,TechNova Systems,Finance,MCA,1703170
38,12,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,BCA,2008668
57,22,Female,HR Executive,IT & Software,TechNova Systems,Sales,MSc,1992217
39,16,Female,Software Engineer,IT & Software,TechNova Systems,Testing,B.Tech,666596
48,20,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,BCA,1456425
40,17,Female,Software Engineer,IT & Software,TechNova Systems,Testing,BCA,1644437
53,17,Male,QA Engineer,IT & Software,TechNova Systems,HR,M.Tech,1457563
32,14,Female,UI/UX Designer,IT & Software,TechNova Systems,Development,MSc,1590017
35,17,Female,Senior Developer,IT & Software,TechNova Systems,Testing,MSc,1085012
59,23,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,MBA,652157
22,4,Female,System Administrator,IT & Software,TechNova Systems,Sales,MCA,759414
49,18,Male,Product Manager,IT & Software,TechNova Systems,Development,PhD,3000000
30,12,Male,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,1683553
22,4,Female,DevOps Engineer,IT & Software,TechNova Systems,Sales,MCA,725730
31,13,Male,Data Scientist,IT & Software,TechNova Systems,Sales,PhD,3000000
33,15,Male,QA Engineer,IT & Software,TechNova Systems,Support,MCA,2081686
30,12,Male,Product Manager,IT & Software,TechNova Systems,Support,M.Tech,784405
34,13,Male,HR Executive,IT & Software,TechNova Systems,Development,B.Tech,668349
38,10,Female,Data Scientist,IT & Software,TechNova Systems,Finance,MBA,2349916
29,11,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,BCA,918346
59,19,Male,Project Manager,IT & Software,TechNova Systems,Support,M.Tech,1084591
48,21,Male,System Administrator,IT & Software,TechNova Systems,Management,M.Tech,1033946
23,5,Male,Technical Lead,IT & Software,TechNova Systems,Sales,BCA,2630157
40,11,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,1452985
26,8,Male,Data Scientist,IT & Software,TechNova Systems,Support,MCA,1279233
47,22,Male,Project Manager,IT & Software,TechNova Systems,HR,MSc,1996465
22,4,Female,HR Executive,IT & Software,TechNova Systems,Testing,PhD,821691
49,24,Female,Data Scientist,IT & Software,TechNova Systems,Management,BCA,3000000
58,25,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,1166007
23,5,Female,Senior Developer,IT & Software,TechNova Systems,Testing,MSc,1145135
36,13,Female,Product Manager,IT & Software,TechNova Systems,Testing,MBA,807709
50,18,Male,Data Scientist,IT & Software,TechNova Systems,Development,BCA,2132205
22,4,Male,Technical Lead,IT & Software,TechNova Systems,HR,BCA,1327838
37,17,Female,Product Manager,IT & Software,TechNova Systems,HR,B.Tech,2853666
32,11,Male,Data Analyst,IT & Software,TechNova Systems,Management,PhD,623623
55,19,Female,Technical Lead,IT & Software,TechNova Systems,HR,MSc,893300
21,3,Female,Project Manager,IT & Software,TechNova Systems,HR,B.Tech,732444
35,17,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,MSc,511634
46,14,Female,HR Executive,IT & Software,TechNova Systems,HR,B.Tech,493830
57,26,Female,System Administrator,IT & Software,TechNova Systems,Management,MBA,1936419
41,16,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,MCA,1823225
51,15,Male,Data Analyst,IT & Software,TechNova Systems,HR,PhD,1036929
45,16,Female,System Administrator,IT & Software,TechNova Systems,Support,PhD,1218927
43,19,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,MSc,2764084
44,23,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,BCA,1851750
58,19,Female,Project Manager,IT & Software,TechNova Systems,HR,MBA,3000000
48,10,Male,Software Engineer,IT & Software,TechNova Systems,Development,MSc,865520
41,12,Male,HR Executive,IT & Software,TechNova Systems,Development,PhD,1648083
38,18,Male,System Administrator,IT & Software,TechNova Systems,Support,M.Tech,1741963
56,17,Male,Data Scientist,IT & Software,TechNova Systems,HR,B.Sc,3000000
55,26,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,BCA,980315
29,11,Other,Software Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1399112
58,23,Female,Data Scientist,IT & Software,TechNova Systems,HR,B.Sc,2584515
50,18,Female,HR Executive,IT & Software,TechNova Systems,Support,B.Tech,1800177
54,21,Male,System Administrator,IT & Software,TechNova Systems,HR,MSc,1773136
52,22,Male,Data Scientist,IT & Software,TechNova Systems,HR,PhD,3000000
23,5,Male,Software Engineer,IT & Software,TechNova Systems,Sales,MSc,604067
23,5,Female,Data Scientist,IT & Software,TechNova Systems,Finance,BCA,678620
48,18,Male,System Administrator,IT & Software,TechNova Systems,Testing,MBA,1817747
35,10,Female,Software Engineer,IT & Software,TechNova Systems,Support,PhD,322496
43,12,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MBA,1213157
31,7,Male,Project Manager,IT & Software,TechNova Systems,Support,MSc,2797101
52,21,Male,Product Manager,IT & Software,TechNova Systems,Testing,PhD,3000000
56,21,Female,Senior Developer,IT & Software,TechNova Systems,Finance,BCA,2055268
53,21,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,MSc,1068273
44,15,Female,Data Analyst,IT & Software,TechNova Systems,Support,BCA,462838
59,20,Female,Senior Developer,IT & Software,TechNova Systems,HR,B.Tech,2527841
54,23,Male,Data Scientist,IT & Software,TechNova Systems,DevOps,BCA,3000000
48,11,Male,System Administrator,IT & Software,TechNova Systems,Testing,M.Tech,1352649
57,20,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,1042185
27,9,Female,Product Manager,IT & Software,TechNova Systems,Management,B.Sc,1618850
24,6,Male,System Administrator,IT & Software,TechNova Systems,Testing,PhD,1049301
57,23,Female,Software Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1235365
21,3,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Sc,571813
21,3,Female,System Administrator,IT & Software,TechNova Systems,Sales,PhD,1622236
40,17,Male,Data Analyst,IT & Software,TechNova Systems,Finance,BCA,574785
39,11,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MCA,1949126
49,21,Female,Senior Developer,IT & Software,TechNova Systems,Sales,PhD,854415
30,12,Female,Senior Developer,IT & Software,TechNova Systems,HR,MBA,1401139
38,18,Female,Software Engineer,IT & Software,TechNova Systems,Testing,B.Sc,1561172
48,19,Female,Data Scientist,IT & Software,TechNova Systems,Management,B.Sc,1390910
55,18,Female,HR Executive,IT & Software,TechNova Systems,Management,MCA,1308238
51,25,Male,HR Executive,IT & Software,TechNova Systems,Support,BCA,2046083
47,15,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,M.Tech,976484
31,11,Male,Product Manager,IT & Software,TechNova Systems,Finance,MSc,877591
58,26,Female,Product Manager,IT & Software,TechNova Systems,Finance,PhD,1206047
25,4,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,830033
28,10,Male,HR Executive,IT & Software,TechNova Systems,Finance,PhD,396030
54,18,Female,QA Engineer,IT & Software,TechNova Systems,Development,MCA,1137261
32,11,Female,HR Executive,IT & Software,TechNova Systems,Management,M.Tech,1319666
58,24,Male,Technical Lead,IT & Software,TechNova Systems,Management,B.Tech,1763042
21,3,Male,System Administrator,IT & Software,TechNova Systems,HR,MCA,500793
51,22,Male,Senior Developer,IT & Software,TechNova Systems,Development,BCA,2521827
24,4,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,MSc,914092
25,7,Female,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,752723
50,22,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,MBA,1019005
44,20,Female,Project Manager,IT & Software,TechNova Systems,Sales,BCA,3000000
23,4,Female,Data Analyst,IT & Software,TechNova Systems,Support,BCA,779264
31,7,Male,Product Manager,IT & Software,TechNova Systems,Development,MBA,2945287
24,6,Male,Senior Developer,IT & Software,TechNova Systems,Support,MBA,1633821
46,14,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,PhD,1890237
47,13,Female,Software Engineer,IT & Software,TechNova Systems,Support,BCA,444652
47,17,Female,Project Manager,IT & Software,TechNova Systems,Management,B.Sc,2662581
26,8,Female,Product Manager,IT & Software,TechNova Systems,HR,MCA,1493129
35,17,Female,Technical Lead,IT & Software,TechNova Systems,Testing,MCA,778094
50,21,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MSc,1417664
57,28,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,M.Tech,2520218
57,22,Male,Data Scientist,IT & Software,TechNova Systems,HR,MCA,3000000
57,24,Male,Data Analyst,IT & Software,TechNova Systems,Finance,MSc,2242965
55,21,Female,Product Manager,IT & Software,TechNova Systems,Management,MSc,1305302
43,25,Female,Project Manager,IT & Software,TechNova Systems,DevOps,BCA,3000000
26,8,Male,Data Scientist,IT & Software,TechNova Systems,Sales,MCA,729872
24,6,Female,HR Executive,IT & Software,TechNova Systems,Finance,BCA,1416362
38,17,Female,Software Engineer,IT & Software,TechNova Systems,Support,M.Tech,739948
29,11,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MCA,600303
49,18,Female,Software Engineer,IT & Software,TechNova Systems,Development,MCA,1329030
33,15,Male,Project Manager,IT & Software,TechNova Systems,DevOps,MSc,954307
37,14,Female,QA Engineer,IT & Software,TechNova Systems,Testing,B.Tech,811001
52,20,Female,QA Engineer,IT & Software,TechNova Systems,Testing,PhD,1782744
42,17,Female,Data Analyst,IT & Software,TechNova Systems,Management,M.Tech,1412466
24,4,Female,HR Executive,IT & Software,TechNova Systems,Support,B.Tech,772398
25,5,Male,Product Manager,IT & Software,TechNova Systems,DevOps,B.Sc,1909794
57,26,Male,Technical Lead,IT & Software,TechNova Systems,Testing,M.Tech,3000000
33,11,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,BCA,2183738
54,21,Female,Senior Developer,IT & Software,TechNova Systems,Sales,PhD,2040859
42,21,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,MCA,1495478
43,16,Male,Senior Developer,IT & Software,TechNova Systems,Support,BCA,525749
23,5,Male,Project Manager,IT & Software,TechNova Systems,DevOps,MCA,2675907
54,24,Male,QA Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1008359
52,19,Female,System Administrator,IT & Software,TechNova Systems,HR,B.Tech,1267253
41,20,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Sc,2825735
41,19,Female,Project Manager,IT & Software,TechNova Systems,Management,B.Sc,1947053
31,13,Male,Technical Lead,IT & Software,TechNova Systems,Sales,PhD,3000000
59,21,Female,Product Manager,IT & Software,TechNova Systems,DevOps,MCA,2448077
24,6,Male,Product Manager,IT & Software,TechNova Systems,Development,BCA,2385538
21,3,Male,System Administrator,IT & Software,TechNova Systems,Development,MBA,378647
48,15,Female,Product Manager,IT & Software,TechNova Systems,Finance,BCA,2463239
44,9,Female,QA Engineer,IT & Software,TechNova Systems,Finance,MSc,994384
55,19,Male,Data Scientist,IT & Software,TechNova Systems,Management,B.Sc,3000000
33,14,Female,UI/UX Designer,IT & Software,TechNova Systems,Support,MCA,923774
54,22,Male,System Administrator,IT & Software,TechNova Systems,Finance,BCA,783159
31,12,Male,Project Manager,IT & Software,TechNova Systems,Finance,BCA,2262397
56,22,Male,UI/UX Designer,IT & Software,TechNova Systems,Development,B.Sc,1216177
37,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,MSc,1460652
55,25,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,BCA,2434218
38,10,Male,Product Manager,IT & Software,TechNova Systems,Development,BCA,1895964
42,17,Female,HR Executive,IT & Software,TechNova Systems,Sales,M.Tech,1416623
44,15,Male,Project Manager,IT & Software,TechNova Systems,Sales,MSc,913464
39,12,Female,Data Scientist,IT & Software,TechNova Systems,Management,B.Tech,840991
57,26,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,1110014
59,20,Male,QA Engineer,IT & Software,TechNova Systems,Finance,BCA,921919
41,15,Male,Product Manager,IT & Software,TechNova Systems,Sales,B.Sc,3000000
28,10,Female,Data Analyst,IT & Software,TechNova Systems,Sales,B.Tech,1545253
48,21,Female,Senior Developer,IT & Software,TechNova Systems,Support,MSc,1934756
25,7,Female,System Administrator,IT & Software,TechNova Systems,Management,BCA,943333
37,13,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,BCA,2217900
57,19,Female,Product Manager,IT & Software,TechNova Systems,Testing,MBA,3000000
56,26,Female,Project Manager,IT & Software,TechNova Systems,Testing,B.Sc,3000000
39,18,Male,QA Engineer,IT & Software,TechNova Systems,Management,MCA,1879037
47,20,Male,Software Engineer,IT & Software,TechNova Systems,Development,M.Tech,656593
54,23,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,B.Tech,2465928
31,10,Female,HR Executive,IT & Software,TechNova Systems,Support,MSc,919483
32,8,Male,Senior Developer,IT & Software,TechNova Systems,Support,B.Tech,979072
41,18,Female,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,1809147
31,13,Female,Product Manager,IT & Software,TechNova Systems,DevOps,MCA,3000000
59,28,Female,Data Scientist,IT & Software,TechNova Systems,Testing,PhD,3000000
48,18,Male,Senior Developer,IT & Software,TechNova Systems,HR,MSc,911283
25,7,Female,Project Manager,IT & Software,TechNova Systems,Sales,MBA,1189614
37,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,PhD,2314064
40,18,Male,DevOps Engineer,IT & Software,TechNova Systems,Development,MSc,875127
32,11,Female,System Administrator,IT & Software,TechNova Systems,HR,BCA,1532265
26,8,Male,Software Engineer,IT & Software,TechNova Systems,Testing,M.Tech,1330125
37,17,Male,System Administrator,IT & Software,TechNova Systems,Sales,MBA,1575573
39,13,Male,UI/UX Designer,IT & Software,TechNova Systems,Management,MCA,659247
46,22,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,B.Sc,627896
52,22,Male,Product Manager,IT & Software,TechNova Systems,Finance,B.Sc,3000000
26,4,Male,Data Analyst,IT & Software,TechNova Systems,Support,MSc,1011110
56,20,Female,HR Executive,IT & Software,TechNova Systems,DevOps,MSc,541932
58,17,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,PhD,1456320
31,11,Other,Project Manager,IT & Software,TechNova Systems,Support,MCA,2645410
53,19,Male,Project Manager,IT & Software,TechNova Systems,Sales,MBA,2432977
44,20,Male,QA Engineer,IT & Software,TechNova Systems,Testing,MSc,1876017
43,14,Female,QA Engineer,IT & Software,TechNova Systems,Management,MSc,1486504
35,15,Male,QA Engineer,IT & Software,TechNova Systems,Testing,PhD,1376089
47,20,Female,Software Engineer,IT & Software,TechNova Systems,Finance,M.Tech,515088
31,13,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,PhD,465658
37,18,Male,QA Engineer,IT & Software,TechNova Systems,Support,MCA,1665278
34,16,Female,Senior Developer,IT & Software,TechNova Systems,Sales,BCA,1706814
47,19,Male,Product Manager,IT & Software,TechNova Systems,HR,MCA,1511097
38,16,Other,Technical Lead,IT & Software,TechNova Systems,HR,B.Sc,1275698
48,16,Female,DevOps Engineer,IT & Software,TechNova Systems,Sales,M.Tech,1291091
24,6,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1668496
27,9,Male,Senior Developer,IT & Software,TechNova Systems,HR,MBA,1752326
55,24,Male,Data Analyst,IT & Software,TechNova Systems,Support,MBA,1602420
29,8,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,B.Tech,941786
28,7,Male,HR Executive,IT & Software,TechNova Systems,Management,MCA,1033641
37,12,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,M.Tech,2408298
37,14,Female,Software Engineer,IT & Software,TechNova Systems,Sales,M.Tech,959629
53,19,Male,QA Engineer,IT & Software,TechNova Systems,Testing,B.Sc,1543827
52,21,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,PhD,2464880
28,10,Female,Data Analyst,IT & Software,TechNova Systems,Testing,PhD,428242
39,16,Female,Software Engineer,IT & Software,TechNova Systems,HR,B.Sc,1139667
58,24,Male,QA Engineer,IT & Software,TechNova Systems,Development,BCA,753977
23,1,Male,System Administrator,IT & Software,TechNova Systems,Sales,PhD,1670028
25,5,Female,DevOps Engineer,IT & Software,TechNova Systems,HR,M.Tech,489751
33,10,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,MSc,680111
51,18,Female,System Administrator,IT & Software,TechNova Systems,Finance,MSc,2239156
36,16,Female,Software Engineer,IT & Software,TechNova Systems,HR,MSc,1622259
52,18,Male,Data Scientist,IT & Software,TechNova Systems,Development,B.Sc,2659308
42,18,Female,Technical Lead,IT & Software,TechNova Systems,Development,MSc,2901644
49,17,Male,Data Scientist,IT & Software,TechNova Systems,Sales,PhD,3000000
42,13,Female,System Administrator,IT & Software,TechNova Systems,Management,B.Tech,1772569
23,5,Female,Product Manager,IT & Software,TechNova Systems,Finance,MCA,1239660
30,12,Female,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,2717655
41,13,Female,Technical Lead,IT & Software,TechNova Systems,Finance,PhD,854873
36,16,Female,Technical Lead,IT & Software,TechNova Systems,Finance,MBA,1946200
32,8,Male,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,804574
22,4,Male,Data Analyst,IT & Software,TechNova Systems,Support,B.Tech,966105
44,18,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Tech,561276
55,22,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1210071
50,21,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,B.Sc,1443987
50,21,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Sc,955749
55,24,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,PhD,1316701
39,13,Male,HR Executive,IT & Software,TechNova Systems,Support,BCA,469599
28,9,Female,Project Manager,IT & Software,TechNova Systems,Development,BCA,1073227
46,18,Female,HR Executive,IT & Software,TechNova Systems,Sales,MSc,511001
27,9,Female,QA Engineer,IT & Software,TechNova Systems,Management,MBA,1013309
50,19,Male,System Administrator,IT & Software,TechNova Systems,Support,B.Tech,1907430
27,9,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MCA,1339642
23,5,Other,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,1063200
21,3,Female,Project Manager,IT & Software,TechNova Systems,Support,MSc,639627
56,17,Female,QA Engineer,IT & Software,TechNova Systems,Finance,B.Sc,1052258
45,16,Female,Product Manager,IT & Software,TechNova Systems,Management,MBA,851812
57,28,Male,Project Manager,IT & Software,TechNova Systems,Support,PhD,3000000
21,3,Female,Senior Developer,IT & Software,TechNova Systems,HR,MSc,1004516
35,12,Male,Data Scientist,IT & Software,TechNova Systems,DevOps,MBA,2225243
57,23,Male,Data Analyst,IT & Software,TechNova Systems,Support,B.Sc,2018554
33,15,Other,Data Scientist,IT & Software,TechNova Systems,Sales,M.Tech,3000000
28,9,Male,HR Executive,IT & Software,TechNova Systems,Management,MSc,1178930
25,7,Male,Project Manager,IT & Software,TechNova Systems,Development,B.Tech,2595130
29,11,Female,Software Engineer,IT & Software,TechNova Systems,Finance,B.Sc,385329
21,3,Other,Data Analyst,IT & Software,TechNova Systems,DevOps,MCA,1382285
56,24,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Tech,1133262
55,20,Female,Senior Developer,IT & Software,TechNova Systems,Management,MBA,1946868
22,4,Male,Senior Developer,IT & Software,TechNova Systems,HR,BCA,954911
43,14,Male,Software Engineer,IT & Software,TechNova Systems,Sales,MCA,1481664
29,11,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Tech,1258968
54,21,Male,Project Manager,IT & Software,TechNova Systems,DevOps,MSc,2954724
34,15,Male,Senior Developer,IT & Software,TechNova Systems,Support,MSc,757535
