experience,education,department,gender,role,company,salary,sector,age
20,M.Sc,R&D,Male,UI/UX Designer,mnc,128426,private,43
9,M.Tech,HR,Female,Product Manager,mnc,106316,private,35
16,B.Sc,Support,Male,Project Manager,startup,88993,startup,43
0,PhD,R&D,Male,Project Manager,pvt_company,81573,private,21
7,B.Tech,R&D,Female,Product Manager,govt_company,96831,government,30
15,M.Tech,HR,Male,Database Admin,govt_company,71674,government,42
0,M.Tech,HR,Female,QA Tester,pvt_company,51293,private,23
25,MBA,HR,Male,Data Analyst,pvt_company,119422,private,51
1,B.Tech,R&D,Female,Software Developer,govt_company,50695,government,27
34,M.Tech,R&D,Other,Product Manager,consultancy,145234,private,58
2,B.Tech,Sales,Female,DevOps Engineer,govt_company,57359,government,24
7,M.Tech,Operations,Female,Project Manager,mnc,101917,private,33
17,B.Sc,Finance,Female,Product Manager,mnc,170058,private,42
29,B.Sc,IT,Female,Data Analyst,govt_company,87912,government,57
14,M.Tech,Operations,Female,HR Manager,startup,118884,startup,38
15,Unknown,HR,Female,Project Manager,govt_company,105548,government,37
22,M.Tech,R&D,Male,Project Manager,pvt_company,138215,private,48
24,M.Tech,Sales,Female,HR Manager,pvt_company,164910,private,49
31,B.Sc,Operations,Male,DevOps Engineer,mnc,173223,private,54
14,B.Tech,R&D,Other,UI/UX Designer,pvt_company,108165,private,38
16,B.Tech,R&D,Male,Database Admin,startup,115584,startup,42
6,B.Tech,Operations,Male,ML Engineer,govt_company,63471,government,29
10,B.Tech,Marketing,Female,Network Engineer,mnc,105207,private,36
18,M.Tech,Support,Female,Project Manager,mnc,156544,private,41
20,B.Tech,R&D,Other,Project Manager,govt_company,106894,government,47
12,B.Sc,IT,Male,HR Manager,mnc,125402,private,36
16,B.Tech,Support,Female,Business Analyst,startup,31449,startup,42
10,B.Tech,R&D,Female,Data Analyst,govt_company,88347,government,36
0,B.Tech,HR,Female,Business Analyst,startup,53720,startup,28
6,B.Tech,Finance,Female,ML Engineer,consultancy,72623,private,30
1,B.Sc,Operations,Female,Product Manager,govt_company,72426,government,21
14,M.Sc,HR,Female,Project Manager,startup,226331,startup,38
28,MBA,R&D,Male,Product Manager,mnc,184479,private,51
0,Unknown,HR,Female,Database Admin,pvt_company,84795,private,21
11,M.Sc,Finance,Male,System Engineer,consultancy,99384,private,37
25,B.Sc,Operations,Male,System Engineer,consultancy,161154,private,45
1,B.Sc,Finance,Other,Product Manager,pvt_company,91337,private,29
27,B.Tech,Sales,Male,Network Engineer,mnc,150128,private,53
0,B.Sc,IT,Male,Data Analyst,mnc,96833,private,26
1,M.Tech,IT,Male,Project Manager,pvt_company,91540,private,24
31,MBA,R&D,Male,QA Tester,pvt_company,102280,private,59
30,M.Tech,Support,Female,QA Tester,pvt_company,136608,private,54
5,M.Tech,R&D,Male,Business Analyst,pvt_company,68850,private,31
25,M.Tech,Support,Male,Business Analyst,pvt_company,73313,private,47
6,B.Tech,IT,Male,QA Tester,mnc,75780,private,33
22,B.Tech,HR,Female,Network Engineer,pvt_company,127400,private,45
0,B.Tech,Sales,Female,DevOps Engineer,mnc,71666,private,23
0,MBA,R&D,Male,DevOps Engineer,pvt_company,70007,private,22
32,MBA,Marketing,Male,Product Manager,pvt_company,184356,private,55
12,MBA,R&D,Female,Business Analyst,pvt_company,77442,private,37
22,B.Tech,IT,Male,Network Engineer,consultancy,149599,private,45
1,MBA,Marketing,Female,HR Manager,pvt_company,76290,private,21
24,B.Tech,Operations,Male,Business Analyst,pvt_company,115861,private,52
29,M.Tech,Support,Male,DevOps Engineer,startup,21777,startup,52
5,M.Sc,Sales,Male,Database Admin,govt_company,78234,government,30
6,B.Tech,R&D,Female,Product Manager,consultancy,113332,private,31
21,M.Tech,HR,Other,Data Analyst,pvt_company,136690,private,42
27,Diploma,Finance,Male,Database Admin,mnc,116500,private,55
22,M.Sc,IT,Male,Business Analyst,govt_company,87422,government,50
11,M.Tech,IT,Male,HR Manager,mnc,137815,private,39
14,B.Tech,Support,Female,Software Developer,pvt_company,108130,private,38
31,B.Sc,Finance,Female,Business Analyst,mnc,144928,private,58
36,B.Tech,Sales,Male,HR Manager,pvt_company,194610,private,59
19,B.Tech,Support,Female,QA Tester,mnc,82078,private,39
24,B.Tech,Marketing,Female,System Engineer,govt_company,106202,government,47
13,Diploma,Support,Male,Business Analyst,consultancy,84211,private,38
0,B.Tech,IT,Male,UI/UX Designer,startup,96428,startup,24
11,M.Tech,Support,Male,System Engineer,pvt_company,123075,private,36
5,B.Sc,IT,Female,Product Manager,consultancy,120202,private,33
11,B.Sc,Marketing,Female,System Engineer,govt_company,64761,government,33
4,B.Sc,Marketing,Female,Network Engineer,mnc,79090,private,26
31,B.Tech,Marketing,Male,Software Developer,mnc,120586,private,59
11,B.Sc,Sales,Female,ML Engineer,pvt_company,112558,private,37
26,B.Tech,Support,Female,Project Manager,mnc,202870,private,50
33,B.Tech,Marketing,Female,Data Analyst,govt_company,129192,government,59
27,B.Tech,HR,Female,Network Engineer,mnc,128489,private,52
29,M.Sc,Operations,Female,Product Manager,pvt_company,210218,private,53
28,M.Tech,HR,Male,Data Analyst,mnc,186678,private,50
8,B.Tech,Sales,Male,Database Admin,pvt_company,92562,private,36
0,M.Tech,Finance,Male,Software Developer,mnc,70193,private,22
3,B.Tech,Marketing,Male,Business Analyst,startup,52280,startup,30
29,B.Tech,Marketing,Female,DevOps Engineer,pvt_company,158332,private,54
0,B.Sc,R&D,Female,Network Engineer,pvt_company,81008,private,21
34,M.Sc,Finance,Male,QA Tester,pvt_company,114950,private,59
18,B.Tech,R&D,Male,QA Tester,pvt_company,100753,private,42
30,MBA,Finance,Female,HR Manager,mnc,172339,private,56
22,M.Sc,Finance,Male,Database Admin,startup,172986,startup,45
2,M.Sc,R&D,Male,System Engineer,startup,80122,startup,27
20,B.Sc,Operations,Female,Data Analyst,mnc,114945,private,47
12,B.Sc,IT,Male,HR Manager,startup,90774,startup,34
5,M.Sc,Sales,Female,Database Admin,pvt_company,93197,private,32
14,B.Tech,Operations,Male,Project Manager,govt_company,106421,government,39
5,MBA,Support,Male,UI/UX Designer,pvt_company,62891,private,33
5,B.Sc,Sales,Male,Business Analyst,pvt_company,60150,private,31
38,M.Sc,Sales,Female,Database Admin,pvt_company,168424,private,59
30,M.Sc,Finance,Other,QA Tester,pvt_company,102179,private,56
6,M.Tech,Operations,Male,ML Engineer,startup,89899,startup,30
29,B.Tech,Sales,Male,ML Engineer,pvt_company,110288,private,51
0,B.Sc,Marketing,Female,Database Admin,pvt_company,73849,private,22
31,B.Sc,IT,Female,Database Admin,mnc,159508,private,55
19,B.Tech,Finance,Female,HR Manager,mnc,145956,private,42
13,B.Sc,Marketing,Male,ML Engineer,startup,185079,startup,34
28,MBA,IT,Female,Network Engineer,pvt_company,156213,private,51
10,B.Sc,Finance,Female,DevOps Engineer,pvt_company,111277,private,33
6,B.Sc,R&D,Other,Project Manager,mnc,118869,private,29
3,B.Tech,Operations,Male,Project Manager,pvt_company,86368,private,27
38,M.Sc,HR,Female,Project Manager,govt_company,153837,government,59
34,M.Tech,IT,Female,Software Developer,govt_company,78984,government,58
26,MBA,R&D,Male,HR Manager,consultancy,147918,private,47
28,B.Tech,R&D,Male,Product Manager,pvt_company,169115,private,55
0,B.Tech,HR,Male,Product Manager,mnc,83249,private,24
26,B.Sc,Support,Male,QA Tester,pvt_company,109335,private,50
29,B.Tech,Operations,Female,ML Engineer,pvt_company,168348,private,50
11,B.Tech,HR,Female,Product Manager,consultancy,111406,private,34
34,B.Tech,Sales,Male,Business Analyst,startup,192864,startup,57
6,MBA,IT,Female,Network Engineer,startup,70170,startup,32
4,B.Tech,Operations,Female,Database Admin,govt_company,62325,government,29
26,B.Sc,Support,Other,Business Analyst,mnc,92186,private,51
7,B.Tech,Support,Male,HR Manager,pvt_company,114324,private,30
0,M.Sc,R&D,Male,Software Developer,pvt_company,59902,private,21
3,B.Tech,Marketing,Male,Software Developer,startup,52317,startup,25
37,MBA,Marketing,Female,Project Manager,mnc,164226,private,58
20,B.Tech,Operations,Male,Database Admin,consultancy,97564,private,42
14,B.Tech,IT,Female,QA Tester,govt_company,48430,government,37
5,M.Tech,R&D,Other,System Engineer,govt_company,58243,government,27
30,B.Sc,Support,Female,ML Engineer,pvt_company,124559,private,54
28,B.Sc,Operations,Female,HR Manager,consultancy,123429,private,50
0,B.Tech,Support,Female,Business Analyst,govt_company,41007,government,24
11,B.Sc,R&D,Male,Project Manager,govt_company,80931,government,36
12,M.Tech,Operations,Male,Project Manager,govt_company,79467,government,36
11,Diploma,Support,Male,HR Manager,pvt_company,139557,private,33
4,B.Sc,Finance,Male,Data Analyst,govt_company,64168,government,30
26,B.Tech,Support,Male,ML Engineer,pvt_company,155095,private,51
32,B.Sc,Finance,Female,ML Engineer,pvt_company,176901,private,58
36,M.Tech,IT,Other,QA Tester,pvt_company,109652,private,59
20,M.Sc,IT,Other,Network Engineer,consultancy,114500,private,43
18,MBA,Operations,Female,QA Tester,consultancy,78049,private,43
4,B.Sc,Marketing,Female,DevOps Engineer,mnc,76407,private,25
21,B.Tech,Operations,Male,Database Admin,pvt_company,111254,private,42
6,M.Tech,IT,Female,QA Tester,consultancy,69500,private,32
21,M.Tech,Marketing,Male,Business Analyst,startup,74461,startup,44
27,M.Tech,R&D,Male,UI/UX Designer,mnc,146492,private,51
28,M.Tech,HR,Female,DevOps Engineer,startup,173768,startup,52
3,B.Sc,IT,Female,Database Admin,govt_company,71856,government,27
0,M.Sc,Operations,Male,Network Engineer,pvt_company,66108,private,21
13,B.Sc,Marketing,Male,System Engineer,pvt_company,90990,private,34
33,M.Tech,IT,Male,UI/UX Designer,govt_company,73161,government,57
18,B.Tech,R&D,Female,DevOps Engineer,startup,115234,startup,43
28,MBA,Marketing,Male,HR Manager,pvt_company,161935,private,49
21,M.Sc,Sales,Female,Product Manager,startup,202820,startup,44
36,M.Sc,IT,Male,System Engineer,startup,111952,startup,56
31,M.Tech,Support,Male,System Engineer,mnc,118265,private,55
13,B.Sc,Operations,Female,Business Analyst,startup,61619,startup,40
0,M.Sc,Operations,Female,Project Manager,mnc,99503,private,22
2,M.Sc,IT,Female,System Engineer,pvt_company,52512,private,25
27,B.Tech,HR,Female,QA Tester,mnc,154119,private,49
27,B.Tech,Support,Male,UI/UX Designer,pvt_company,80428,private,51
21,M.Sc,Marketing,Female,QA Tester,mnc,111152,private,48
32,M.Tech,Support,Male,Business Analyst,pvt_company,154154,private,54
30,M.Tech,Operations,Female,Network Engineer,startup,46488,startup,54
16,B.Tech,Sales,Female,UI/UX Designer,govt_company,78689,government,43
30,MBA,HR,Female,QA Tester,mnc,151917,private,55
14,B.Tech,HR,Female,Data Analyst,pvt_company,112033,private,40
3,M.Tech,Support,Other,DevOps Engineer,pvt_company,65711,private,31
22,B.Tech,Operations,Male,Database Admin,govt_company,103949,government,46
35,B.Tech,HR,Female,ML Engineer,pvt_company,160727,private,58
25,B.Sc,Sales,Male,QA Tester,pvt_company,100552,private,48
26,MBA,Operations,Female,Network Engineer,pvt_company,131896,private,49
8,B.Tech,Sales,Male,ML Engineer,pvt_company,77662,private,33
33,B.Sc,R&D,Male,Network Engineer,pvt_company,100703,private,56
3,M.Sc,Sales,Female,Database Admin,startup,188970,startup,25
23,B.Tech,R&D,Male,DevOps Engineer,startup,128166,startup,49
12,B.Sc,Finance,Female,HR Manager,pvt_company,96035,private,40
5,MBA,Finance,Other,Network Engineer,mnc,84979,private,29
24,B.Sc,HR,Male,Database Admin,pvt_company,152149,private,47
24,B.Tech,Operations,Female,QA Tester,startup,93723,startup,50
28,B.Tech,HR,Male,Project Manager,startup,116767,startup,50
11,M.Sc,R&D,Male,Data Analyst,pvt_company,123569,private,37
27,B.Tech,Sales,Female,System Engineer,pvt_company,130617,private,53
12,B.Sc,R&D,Female,QA Tester,startup,69886,startup,35
31,M.Tech,R&D,Male,Product Manager,pvt_company,128583,private,57
31,B.Tech,Marketing,Other,UI/UX Designer,startup,36185,startup,57
8,B.Tech,Operations,Male,Network Engineer,pvt_company,97386,private,33
0,B.Tech,Marketing,Male,QA Tester,govt_company,40801,government,23
9,B.Tech,Operations,Male,QA Tester,startup,66793,startup,36
6,M.Tech,Marketing,Male,Data Analyst,pvt_company,79544,private,31
27,MBA,Marketing,Female,Software Developer,pvt_company,149063,private,52
26,MBA,R&D,Male,HR Manager,pvt_company,149557,private,50
11,MBA,Sales,Male,Data Analyst,pvt_company,86086,private,31
16,B.Tech,Operations,Other,System Engineer,mnc,124584,private,39
31,B.Sc,HR,Male,System Engineer,pvt_company,132465,private,53
24,Diploma,Operations,Female,Software Developer,startup,31801,startup,47
12,MBA,IT,Female,Software Developer,pvt_company,100802,private,38
12,B.Sc,Marketing,Other,QA Tester,pvt_company,97252,private,34
17,M.Tech,R&D,Male,Database Admin,pvt_company,99304,private,44
34,Diploma,Operations,Female,Business Analyst,pvt_company,107590,private,58
25,M.Sc,Operations,Male,Data Analyst,pvt_company,155117,private,49
5,B.Sc,Operations,Female,Software Developer,startup,96362,startup,31
24,B.Tech,Sales,Other,Network Engineer,mnc,133127,private,48
7,M.Tech,Marketing,Male,UI/UX Designer,consultancy,59014,private,34
35,B.Sc,R&D,Male,Database Admin,pvt_company,125070,private,59
3,M.Sc,Operations,Male,DevOps Engineer,mnc,74579,private,23
29,B.Sc,Finance,Male,Database Admin,pvt_company,179357,private,52
2,B.Tech,Sales,Male,ML Engineer,startup,115764,startup,23
3,B.Tech,R&D,Female,Data Analyst,consultancy,90080,private,28
28,B.Tech,Marketing,Male,UI/UX Designer,govt_company,78886,government,49
4,B.Tech,R&D,Other,Database Admin,govt_company,76201,government,28
19,MBA,Sales,Female,Product Manager,mnc,157341,private,42
26,M.Sc,Sales,Female,Software Developer,mnc,138949,private,46
17,M.Tech,R&D,Female,Software Developer,startup,140124,startup,37
9,MBA,Marketing,Female,QA Tester,consultancy,78252,private,29
30,B.Sc,Support,Male,System Engineer,pvt_company,137388,private,53
31,B.Tech,Operations,Female,QA Tester,govt_company,77981,government,55
12,M.Tech,R&D,Female,Software Developer,mnc,118336,private,38
13,B.Tech,Marketing,Male,QA Tester,mnc,71632,private,40
20,B.Tech,Marketing,Other,Product Manager,govt_company,116690,government,44
29,B.Tech,Finance,Female,DevOps Engineer,govt_company,89474,government,54
0,B.Sc,R&D,Male,Data Analyst,mnc,89008,private,24
16,MBA,Marketing,Female,Business Analyst,startup,60419,startup,42
11,B.Sc,IT,Female,Network Engineer,consultancy,98643,private,35
9,Diploma,Operations,Female,Product Manager,pvt_company,100840,private,33
20,B.Tech,Marketing,Female,System Engineer,consultancy,96672,private,41
25,B.Sc,Operations,Female,Business Analyst,startup,88462,startup,49
25,MBA,Finance,Male,Data Analyst,mnc,158862,private,46
33,B.Tech,Marketing,Male,Data Analyst,pvt_company,151357,private,56
7,B.Tech,HR,Female,System Engineer,pvt_company,70553,private,28
21,M.Tech,HR,Female,HR Manager,startup,205394,startup,44
15,B.Tech,IT,Female,Network Engineer,pvt_company,107853,private,38
29,Diploma,R&D,Female,Product Manager,startup,60762,startup,54
4,Diploma,Support,Male,ML Engineer,pvt_company,83082,private,25
33,M.Tech,Support,Female,DevOps Engineer,consultancy,171664,private,57
6,B.Tech,R&D,Male,System Engineer,mnc,89183,private,31
24,MBA,Support,Female,HR Manager,mnc,139114,private,51
24,M.Tech,Finance,Female,Database Admin,mnc,129551,private,46
30,B.Sc,Operations,Female,Business Analyst,mnc,139703,private,53
14,B.Tech,Support,Male,System Engineer,mnc,115000,private,38
13,B.Tech,R&D,Male,HR Manager,startup,77466,startup,36
38,M.Tech,Finance,Male,Business Analyst,mnc,103302,private,59
8,M.Tech,IT,Male,System Engineer,startup,61211,startup,33
9,B.Sc,Support,Female,DevOps Engineer,pvt_company,80057,private,37
26,B.Tech,HR,Male,System Engineer,govt_company,73625,government,54
17,Diploma,Operations,Male,ML Engineer,startup,16710,startup,42
32,B.Tech,Finance,Male,Product Manager,mnc,195414,private,59
15,B.Tech,IT,Male,Network Engineer,startup,99183,startup,35
21,M.Sc,Marketing,Male,ML Engineer,pvt_company,110082,private,47
1,M.Tech,Support,Female,UI/UX Designer,mnc,52965,private,26
26,B.Sc,IT,Female,Software Developer,consultancy,86306,private,52
28,M.Sc,Operations,Male,Software Developer,consultancy,153871,private,56
31,B.Tech,Finance,Male,Network Engineer,govt_company,114374,government,53
21,B.Tech,Finance,Male,System Engineer,startup,20352,startup,46
25,B.Tech,IT,Other,ML Engineer,pvt_company,114265,private,51
0,B.Tech,R&D,Other,UI/UX Designer,startup,56889,startup,25
25,B.Tech,Operations,Male,DevOps Engineer,govt_company,96418,government,49
14,B.Tech,Operations,Male,UI/UX Designer,mnc,123125,private,39
7,B.Tech,Operations,Male,UI/UX Designer,govt_company,58816,government,32
10,B.Sc,HR,Male,HR Manager,govt_company,97410,government,38
19,B.Tech,Marketing,Male,DevOps Engineer,startup,84008,startup,41
9,B.Tech,R&D,Male,QA Tester,mnc,93866,private,37
13,B.Tech,R&D,Male,System Engineer,pvt_company,97630,private,37
20,M.Tech,Marketing,Female,Data Analyst,pvt_company,110996,private,40
4,B.Tech,R&D,Female,Data Analyst,pvt_company,83304,private,30
7,M.Tech,Sales,Female,QA Tester,pvt_company,68195,private,29
8,MBA,Finance,Male,ML Engineer,pvt_company,90229,private,30
9,M.Sc,Operations,Other,System Engineer,pvt_company,102913,private,34
20,MBA,Support,Female,Software Developer,pvt_company,91865,private,42
15,MBA,R&D,Female,UI/UX Designer,govt_company,71012,government,38
29,B.Tech,R&D,Other,UI/UX Designer,consultancy,86225,private,51
6,B.Tech,HR,Female,UI/UX Designer,pvt_company,65555,private,29
29,B.Tech,IT,Female,DevOps Engineer,pvt_company,183945,private,52
11,B.Sc,Support,Male,Network Engineer,govt_company,79725,government,36
10,B.Sc,Marketing,Female,Product Manager,mnc,112872,private,34
24,B.Tech,Operations,Female,DevOps Engineer,govt_company,97928,government,47
17,M.Tech,HR,Male,HR Manager,pvt_company,112645,private,42
6,B.Tech,IT,Male,QA Tester,consultancy,62013,private,29
15,B.Tech,HR,Male,System Engineer,startup,114620,startup,39
32,B.Sc,Finance,Female,Product Manager,pvt_company,136488,private,57
29,M.Tech,Finance,Female,Network Engineer,startup,66629,startup,53
21,B.Sc,Support,Female,Data Analyst,govt_company,90849,government,45
14,B.Tech,Operations,Female,UI/UX Designer,pvt_company,93604,private,36
11,B.Tech,HR,Male,Software Developer,pvt_company,106899,private,35
32,B.Tech,Sales,Female,QA Tester,pvt_company,159259,private,52
4,B.Tech,HR,Female,Software Developer,startup,113097,startup,28
5,B.Tech,Sales,Female,Product Manager,mnc,114355,private,30
0,M.Tech,Operations,Male,ML Engineer,startup,98165,startup,23
12,B.Tech,R&D,Female,Network Engineer,pvt_company,82840,private,39
23,Diploma,Finance,Male,Network Engineer,startup,234817,startup,46
36,B.Tech,R&D,Male,Software Developer,govt_company,106620,government,56
37,B.Tech,IT,Male,Data Analyst,govt_company,163329,government,58
4,M.Sc,Marketing,Male,Software Developer,pvt_company,55308,private,27
15,B.Tech,Support,Female,Network Engineer,startup,112601,startup,42
0,B.Tech,HR,Other,ML Engineer,mnc,80571,private,21
17,B.Tech,Support,Male,Project Manager,pvt_company,105101,private,39
24,B.Sc,Support,Male,Product Manager,pvt_company,110271,private,47
30,B.Sc,Operations,Male,Business Analyst,consultancy,115851,private,52
31,M.Tech,Sales,Male,Software Developer,pvt_company,147630,private,53
28,M.Tech,Operations,Female,Network Engineer,startup,167591,startup,53
18,B.Tech,Support,Male,System Engineer,mnc,105561,private,43
17,B.Sc,Support,Male,QA Tester,pvt_company,92006,private,39
17,Unknown,HR,Female,Project Manager,mnc,128021,private,44
25,B.Tech,Sales,Male,Business Analyst,startup,112933,startup,49
33,M.Tech,HR,Female,UI/UX Designer,pvt_company,135567,private,55
26,B.Sc,HR,Female,DevOps Engineer,govt_company,95594,government,51
21,B.Tech,Finance,Female,Software Developer,pvt_company,116294,private,46
33,B.Tech,IT,Male,Data Analyst,pvt_company,174800,private,55
23,M.Tech,IT,Male,QA Tester,mnc,103987,private,46
13,M.Sc,R&D,Female,ML Engineer,mnc,138554,private,36
16,M.Tech,Support,Female,DevOps Engineer,govt_company,85916,government,39
1,Diploma,HR,Male,Business Analyst,consultancy,58198,private,25
5,B.Sc,R&D,Female,Network Engineer,consultancy,76520,private,31
0,B.Sc,R&D,Male,Database Admin,pvt_company,89194,private,21
31,B.Sc,Sales,Female,Product Manager,govt_company,113199,government,55
8,M.Tech,HR,Female,Database Admin,pvt_company,88698,private,32
32,Diploma,R&D,Male,Product Manager,startup,83519,startup,55
28,Diploma,IT,Male,Project Manager,govt_company,108928,government,51
0,B.Tech,IT,Female,Network Engineer,pvt_company,55721,private,22
0,MBA,IT,Female,Data Analyst,pvt_company,80263,private,22
34,M.Sc,Operations,Male,UI/UX Designer,startup,154277,startup,58
24,B.Tech,IT,Male,UI/UX Designer,govt_company,78767,government,48
33,PhD,HR,Female,System Engineer,mnc,132912,private,57
28,M.Tech,Sales,Male,ML Engineer,consultancy,112359,private,55
0,M.Tech,R&D,Other,HR Manager,pvt_company,89577,private,21
0,M.Tech,Support,Female,ML Engineer,pvt_company,74732,private,24
25,B.Sc,IT,Female,Product Manager,pvt_company,129173,private,48
36,M.Sc,Sales,Male,ML Engineer,consultancy,164168,private,58
14,Diploma,IT,Female,Data Analyst,pvt_company,137663,private,36
19,B.Tech,Marketing,Male,Software Developer,mnc,115223,private,43
1,B.Sc,R&D,Female,Business Analyst,startup,25752,startup,27
26,B.Sc,HR,Male,Network Engineer,consultancy,157410,private,52
9,B.Tech,Marketing,Male,Data Analyst,mnc,126644,private,30
15,MBA,Marketing,Male,Business Analyst,pvt_company,70489,private,43
0,B.Tech,Sales,Female,Software Developer,mnc,72733,private,24
2,Unknown,Marketing,Female,ML Engineer,govt_company,56775,government,26
26,B.Sc,Marketing,Female,DevOps Engineer,startup,43790,startup,49
10,B.Sc,IT,Female,Project Manager,mnc,109466,private,37
0,MBA,R&D,Female,Software Developer,mnc,62231,private,22
10,M.Tech,Support,Female,Project Manager,consultancy,94240,private,31
30,B.Tech,HR,Male,QA Tester,pvt_company,176873,private,55
0,Unknown,Sales,Female,System Engineer,pvt_company,67690,private,24
29,B.Tech,IT,Female,HR Manager,consultancy,146275,private,53
1,B.Tech,Finance,Female,DevOps Engineer,mnc,74281,private,24
16,M.Sc,HR,Male,UI/UX Designer,pvt_company,90401,private,42
10,Unknown,Operations,Female,System Engineer,pvt_company,79396,private,34
2,B.Tech,Operations,Male,Database Admin,pvt_company,81767,private,22
22,B.Tech,Sales,Female,DevOps Engineer,startup,78147,startup,48
21,M.Sc,R&D,Female,Data Analyst,pvt_company,120978,private,44
1,MBA,Sales,Female,DevOps Engineer,consultancy,73937,private,26
10,B.Tech,IT,Female,Database Admin,startup,64898,startup,38
13,MBA,HR,Female,Database Admin,pvt_company,85510,private,36
0,B.Tech,Finance,Male,Project Manager,pvt_company,91042,private,24
1,B.Tech,Sales,Female,UI/UX Designer,consultancy,60318,private,23
33,B.Tech,IT,Male,QA Tester,consultancy,100910,private,59
5,M.Tech,Support,Male,Network Engineer,mnc,73418,private,28
32,M.Tech,R&D,Female,Product Manager,pvt_company,170308,private,53
20,M.Tech,Operations,Female,HR Manager,mnc,174972,private,43
10,MBA,Support,Female,HR Manager,mnc,126822,private,37
8,M.Tech,IT,Female,Database Admin,govt_company,68304,government,30
31,M.Tech,IT,Male,Database Admin,consultancy,135792,private,58
1,B.Tech,Sales,Female,ML Engineer,govt_company,50367,government,27
0,B.Sc,Operations,Male,Software Developer,govt_company,46765,government,25
0,MBA,IT,Female,Data Analyst,pvt_company,71701,private,22
24,B.Tech,R&D,Female,Project Manager,mnc,180634,private,47
24,B.Tech,Sales,Male,UI/UX Designer,consultancy,92910,private,51
3,B.Tech,Marketing,Male,System Engineer,pvt_company,65201,private,28
2,M.Tech,R&D,Female,Project Manager,pvt_company,91117,private,24
5,PhD,R&D,Female,UI/UX Designer,startup,49116,startup,28
0,B.Tech,Marketing,Male,Product Manager,startup,81844,startup,23
7,B.Sc,Marketing,Male,ML Engineer,mnc,100614,private,35
11,M.Tech,Sales,Male,DevOps Engineer,pvt_company,84404,private,34
9,B.Tech,Finance,Female,Data Analyst,govt_company,68519,government,32
15,B.Tech,R&D,Male,HR Manager,startup,102828,startup,40
2,MBA,Support,Female,Database Admin,govt_company,65995,government,26
33,B.Tech,Support,Male,Software Developer,pvt_company,137044,private,55
26,M.Sc,Marketing,Male,Product Manager,startup,69546,startup,48
0,M.Tech,Marketing,Male,QA Tester,startup,15620,startup,23
7,M.Sc,HR,Female,HR Manager,mnc,131952,private,31
9,B.Sc,IT,Other,ML Engineer,consultancy,99653,private,35
14,B.Sc,Sales,Female,Project Manager,pvt_company,143869,private,35
31,M.Tech,HR,Female,UI/UX Designer,mnc,112828,private,58
11,B.Sc,Operations,Female,HR Manager,consultancy,110541,private,39
4,B.Sc,Finance,Female,Database Admin,startup,96412,startup,26
2,MBA,R&D,Female,Network Engineer,govt_company,54078,government,27
1,B.Sc,Sales,Female,Business Analyst,mnc,48376,private,23
0,MBA,Marketing,Male,Database Admin,mnc,77483,private,26
11,B.Tech,R&D,Female,Network Engineer,pvt_company,96940,private,37
26,M.Tech,Sales,Male,Database Admin,startup,51100,startup,52
4,B.Tech,Sales,Male,ML Engineer,startup,34932,startup,30
7,B.Tech,Support,Female,Business Analyst,pvt_company,61540,private,28
12,M.Sc,Operations,Male,Network Engineer,consultancy,83780,private,35
31,B.Tech,Support,Male,Business Analyst,mnc,156948,private,55
32,Unknown,R&D,Male,Data Analyst,consultancy,110192,private,58
27,MBA,IT,Female,QA Tester,pvt_company,103839,private,50
32,B.Tech,HR,Male,Business Analyst,mnc,195008,private,57
5,B.Tech,Support,Male,Database Admin,startup,74377,startup,30
1,M.Tech,Finance,Male,Product Manager,pvt_company,113599,private,24
7,Diploma,HR,Male,Data Analyst,govt_company,74036,government,33
3,M.Tech,Marketing,Female,QA Tester,consultancy,44092,private,25
11,B.Sc,Marketing,Male,Business Analyst,mnc,75345,private,32
23,B.Tech,Support,Male,DevOps Engineer,startup,116548,startup,48
23,MBA,R&D,Female,HR Manager,startup,88906,startup,43
26,B.Tech,HR,Female,HR Manager,pvt_company,143062,private,50
23,MBA,Support,Male,Project Manager,mnc,169418,private,46
0,B.Tech,HR,Male,Data Analyst,startup,108035,startup,21
7,M.Sc,Sales,Male,Product Manager,pvt_company,116264,private,31
11,B.Sc,Operations,Female,UI/UX Designer,startup,97532,startup,35
3,M.Tech,Marketing,Male,Data Analyst,mnc,101717,private,26
9,B.Tech,Sales,Male,Software Developer,mnc,86678,private,34
9,B.Tech,R&D,Male,Software Developer,mnc,102062,private,32
7,B.Tech,Finance,Female,Product Manager,govt_company,79302,government,30
32,B.Tech,Marketing,Female,Data Analyst,pvt_company,111277,private,56
16,Unknown,HR,Male,System Engineer,pvt_company,105404,private,39
0,M.Sc,Marketing,Male,QA Tester,consultancy,47470,private,23
32,MBA,Finance,Male,ML Engineer,consultancy,155947,private,58
37,M.Tech,IT,Female,HR Manager,mnc,220664,private,59
22,B.Tech,Operations,Female,QA Tester,pvt_company,125946,private,45
9,B.Sc,Marketing,Male,HR Manager,pvt_company,98752,private,32
22,B.Tech,Finance,Female,UI/UX Designer,mnc,93735,private,48
0,B.Tech,IT,Other,DevOps Engineer,mnc,66065,private,22
21,B.Tech,Operations,Female,QA Tester,startup,121029,startup,44
23,B.Tech,IT,Female,Project Manager,consultancy,156013,private,44
27,MBA,Sales,Female,UI/UX Designer,startup,105759,startup,51
35,B.Tech,Marketing,Male,QA Tester,pvt_company,118299,private,59
